id,product_name,brand,category,description,price,original_price,discount_percent,rating,review_count,stock,image_url
58,Vivo X300 Ultra 5G,Vivo,Mobiles,The ultimate photography smartphone packed with a Zeiss-backed 200-megapixel telephoto sensor and the Snapdragon 8 Elite chip.,120000,58370,5,4.5,4340,192,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcREOmyRAFroVMQtxEZ-HZteIlJxoR35LBnFcXOxqj_Wl7C-szZbgvisv7CTf885mF5uAK3_qdAI3mvbGpd-vtOhOSjQq9sT715Yl_612moHLqz8lerguJ3NV5Q
59,Apple Watch Series 11,Apple,Smart Watches,"he premier smartwatch for iOS users, featuring a large always-on Retina display, advanced health metrics like Vitals, and speedy 5G cellular performance",30000,130054,59,3.6,1296,35,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRVema7bbDc79Kgg0Ark7Iqdkb_72iGfTtkLyEHAEvs3mBMogfjyjpp7idSydZUbPZoXHQ9YPzYCy8CnI7NmwSfcSjfs7nv2OKEd4QrrqI9Ol1qXNMkCr3_mImw
60,Xiaomi 17 Ultra,Xiaomi,Mobiles,"A masterclass in smartphone photography, boasting incredible low-light capabilities and ultra-premium build quality.",90000,142657,13,4.9,3473,86,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcS4DtMUn7nXz5xSGONRtK0qbwXc-if48RGb0cSV3w_XIo1-ItgcpyZzPTswmZgUsMLHJ8yIACsGRcsVioh6qv-YviIBYoTTICSZGNydxFh2Ee6gD-eZNUiJ
61,Apple AirPods Max (2nd Gen),Apple,Headphones,"Premium over-ear wireless headphones blending high-fidelity audio, dynamic head-tracking spatial audio, and seamless integration with Apple devices. [1, 2]",20000,15467,17,3.5,2031,22,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSLPl2ibRGQXHPprVatMxFS2REhW2L69u4H_WzPuLBRjIrdN0TjYHcYml16iobI2jfeEWCPa1z0swszEjDDwTUiA2iZn0auNXXFCNzcfxX3bpCw2EWCHtuo9hcU
62,Oppo Find X9 ,Oppo,Mobiles,"Renowned for its stunning design, smooth color reproduction, and top-tier camera hardware.",30000,138606,54,3.8,3449,15,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQ2NTiRFl6gYuMCcIzu4KSuDqGpX4XX1dV7zHgJ3dVsjax3HTxvcZzdW5sw4jIBEXtIwhCSJpG0s1IxGmqZ7q8cgb4J3Q6ZKHdrWq1cKfce__9SZm1ir5tM
63,Motorola razr fold,Motorola,Mobiles,"A premium book-style foldable device featuring a brilliant, high-resolution main display. [1, 2]",50000,27088,10,3.7,4203,64,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRufKd1dt95vvljwLunvOcIIJpOu-3kB6Wqs9rdhhNGEiOH_Jmvynf4aQyRbm_tkxVxMO1XFLn3snUILs4PEdI28gI2CYMq5w
64,Apple Watch Ultra 3,Apple,Smart Watches,": Built for extreme outdoor conditions, featuring a rugged titanium case, advanced satellite connectivity, and exceptional battery life. [1, 2, 3, 4, 5]",15000,21231,19,3.6,1475,197,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSMskwygVgKWwLSiL6WWyRT90JC8ctAP30_uGbM_p5Km0LNHPusq2aHGhdBLVGQyRSgxwNmgSTeQOu5M5YeWUEtmqrSoRzm0PWi5CZwVKxdtUwUlSrt4yqeyA
65,Samsung Galaxy Buds3 Pro,Samsung,Headphones,"Engineered for the Samsung ecosystem. They offer rich mobile audio, active noise cancellation, and high-res wireless audio support",20000,71271,45,4.2,4548,75,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRuY_lS47i0bwl_0kVJWaq20pat8ofQRJfuhZlNueQBGQloCnG1UJT76et7gjJQnQc7gFRv0bq8BIiBGw3YHhuLWz9scU4EQZ05krgVrvGlKqIzUVLXkzOaFQ
66,HONOR Magic V5,Honar,Mobiles,"A sleek, next-generation foldable device offering top-tier processing power",100000,80924,52,4.9,1346,39,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcStvQwp6aK9_oLL7OCZlvshjTM8cICgMp7IWIB-kAVVIEBkCyFmug4XJbJm9tWeXeALs6V_Q_hykbK6KAip8nIDtmoRZ32ymg
67,Apple Watch SE 3,Apple,Smart Watches,"The ultimate value cellular watch, providing core Apple ecosystem features, fitness tracking, and safety essentials at a competitive price point",20000,23240,44,3.6,1434,161,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQH0uOGbpsAj-9phFuMuYgxzrjHOx5kih-f6199xCNeTwqK5HwRXnnyoIm0EvI6MO6cHFRl8Y1n5uTnbhpd1CPAsA82DR1rOkXEQBuhlpd0ClbhNZWjufqS89E
68,Samsung Galaxy Watch8,Samsung,Smart Watches,": The best all-around option for Android users, offering AI-powered health monitoring, a sleek aluminum build, and a long battery life. [1, 2, 3, 4, 5]",15000,130466,54,4.4,4212,40,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRIpTLrAZiPko2qaoABpQiuZ6_nNVjykeMudprGdWnIxE7P2KaymJ1sRi47tqsrwq9trjNupRDn__dxBmRDKMmF1nvwEMc8
69,Google Pixel Watch 4,Google,Smart Watches,": A deeply AI-integrated smartwatch that uses Fitbit technology for health tracking, now upgraded with better battery life and LTE capabilities",10000,61612,26,3.5,2776,120,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSU0S1vixbsQm1h9mLt--kawBo35HZcd_yNxVp0BE4vQFVCbbNhE6CPfTACQRHo0tQreETL4b3hCNXfH56loUm5scLdU3kFnyBoyZ4pUL6jLOTa9cotxTFaBw
70,Samsung Galaxy Watch Ultra,Samsung,Smart Watches,": Samsung's premium rugged device, offering exceptional durability, water resistance, and robust standalone 4G calling features. [1, 2, 3, 4, 5]",40000,77489,58,4.4,1166,123,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTZLikvVP840uu74J4pRllJu_yAeH9R9VCVJZz7fd6Zxa4pDEni4Lg99STAy1MorKe-x6BJVM_ccwmToiQKYte-FUEdYUFvIj1rOeIrjcVyXZc7nSS57ayW2io
71,Sennheiser Momentum 4 Wireless [1],Sennheiser,Headphones,Known for stellar audio quality and an outstanding 60-hour battery life. Includes adaptive noise cancellation and customizable EQ via the mobile companion app,5000,133081,41,4.3,2646,34,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQplTI4083epk8A7yfjo0ypjyCE_aNgeW4BqWtukEDYwKk0WeFi5MSTOOSKFxFKNFB5y9kZPIBb4ADGhpkGrUkgY5mmGwLjxSXwkv-5Rly0U1eFUcJIksTkew
72,Nubia REDMAGIC 11 Pro,Redmagic,Mobiles,A dedicated gaming beast with advanced cooling tech and maximum refresh rates.,120000,81227,31,4.2,2874,47,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRkIfDe752Gv1N3vtViP4544O1kG5eK4n9Bw8dkEAZwiVzEqLHh-Yun0zseCX-mkHiZxTpdmgVAxUa2eoXnDPoHpouIYEuwanvnUy3eD4swdakY_NB1yWGhSQ
73,"8. CMF Headphone Pro [1, 2]",Nothing,Headphones,"A stylish, budget-friendly over-ear option with active noise cancellation, strong bass performance, and high-res codec support",12000,124668,54,4.8,3290,27,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRNkYSAxB7_3DDzpifPqUBv8WYxMfatu7Q670IZdH2Xr3Wx3Xympu592z06Y53wQaaklZh1NUJ3ySglmrYLGe_IZ-GnCQ3x-532k_hdPcJXBC1JfLj4G7pctw
74,MSI Raider 18 HX AI [1],Msi,Laptops," A dominant high-end gaming and content creation laptop, propelled by a tip-top Core Ultra 9 processor and fierce graphic rendering capabilities.",90000,71578,19,4.2,4736,122,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRZrojlwV_koGNJl9AdnJvVx84a-C-kXKRT-M2YNUTW151vEHoGcRkuOgqwEXza6tH0_CxnoIsxco8jMpmwW5yHi6aEzq0BvCyUxzmiUiAYrmfyJTsV0wQM
75,Microsoft Surface Pro 12 [1],Microsoft,Laptops,"An ultra-portable kickstand tablet that converts into a full laptop via a detachable keyboard, powered by intelligent AI engines",150000,23458,57,4.3,3938,27,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcS2PZoytb2WOwyJoPt2_P35uboRheZpCEIHY8js8NrCN-zyyRIiO1HhhGXh9BCLA6645PDiWc-nQdgjMZ-8Ug52pY9FStV10J9Z8fQ1bDlW-GR2x3Nu0bN_Pi8
76,HP OmniBook Ultra Flip 14 [1],HP,Laptops,"A sleek, premium convertible that offers supreme flexibility for business and media consumption, easily shifting between modes",129722,138003,6,4,3459,13,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS--4KmJDlrOkoec28VJkapUfbCUQ2RzXjOokOmBAgOwNEF34-MeLYustqZVNUAqi0_ELPp7LPUDpLbSieWK2xufX1jtHOt
77,Samsung Galaxy S26,Samsung,Mobiles,"A smaller-sized flagship that includes AI-assisted editing tools, a 50MP ProVisual camera, and lasting durability.",38288,68373,44,5,4164,53,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ-_K4WuO--SZLxDlXmDtZL9Q2jsNj3AyBN1rb15GunaFaDIlmTqd6sncz3UioI5Mj5sbO3u3o7ky075NLq2CKV0PYAWHG3t3cljVJcJAybnF596XWF7BxdBQ
78,"Dell Inspiron 14 Plus 2-in-1 [1, 2]",Dell,Laptops,"Features Intel Core Ultra processors and smart AI-enabled multitasking. It seamlessly switches between laptop, tablet, tent, and stand modes. [1, 2, 3]",200000,34378,37,4.6,2831,89,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTkopFGTFhVm3F8pp_7hPnGfb77MjZmWHDq-lEl2QqcFJrs9NxLMdqxhJWUwMskAvrBPgUFocdsBMa_rPJ__QU4H32GIriRUcPdXKFRCMP3t1dRhh_v6StWLNw
79,ASUS Zenbook Duo [1],Asus,Laptops, A cutting-edge 14-inch 3K OLED touchscreen laptop that features a unique dual-screen setup for immense productivity and workflow flexibility.,99999,66305,21,4.9,4444,21,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTTHhbFvMHoWpRxau3HwKlYUrQ_Kf3KZ2BdZFFZDt2Vat4dkyaq3HFVS8Sh0fTxNPy765DFSYcVdwxaMVlWZr-q-oo_8_JKHbdxdmQJHumlR0Vg6-law9m0
80,REDMI Turbo 5 Turbo,Redmi,Mobiles,"Highly rated for its performance, driven by the MediaTek Dimensity 8500 Ultra chipset.",5000,49378,60,3.9,2209,48,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTARpvxSDkkvOzrSM33mUBc87oqbYb0n2nYQHOrZmQZTNYwH33KONnsDmtxJTxQ4FOwacbENZxAbySjVUXRL59L3kPs0lLcFaSpal4uwnakU5wvb6CostaW
81,Google Pixel Buds Pro 2,Google,Headphones,"Best-in-class true wireless for Android users, offering deep Google Assistant integration, twist-to-adjust fit, and excellent ANC. [1, 2, 3]",20000,87346,55,4.3,2382,71,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS_2pGGEvdsFWkXgyRRepldYn5jjmHYHCQ1rNht1Q5B4TuALCY9fyISzLHFh-i1VcHzYncFhzsDy7fAe8Digh7l1q8djrhrDmUcvsyJUN1QdmiikuLUtDuwheY
82,Apple iPhone 16 128GB,Apple,Mobiles,Apple iPhone 16 128GB Super Retina XDR Display A18 Chip Dual Camera 5G Smartphone,79999,89999,11,4.8,2541,35,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTywAcTpUvs9YnCfePwb4PVt_U21fCkbQAHKUYjUpv0vg&s=10
83,Samsung Galaxy S25 256GB,Samsung,Mobiles,Samsung Galaxy S25 AI Smartphone Snapdragon Processor AMOLED Display 256GB,84999,94999,10,4.8,1988,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRByC5j43Toqeiynapswgickv2XS31zHa5b33hOGhT7w&s=10
84,OnePlus 13 256GB,OnePlus,Mobiles,OnePlus 13 Flagship Smartphone Snapdragon Elite Processor 256GB Storage,69999,75999,8,4.7,1672,40,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSr3_4L8nnVp9onfPnKDeAD3YNfogPN95BLkKZJb-781A&s=10
85,Google Pixel 10 128GB,Google,Mobiles,Google Pixel 10 5G Smartphone Tensor Processor AI Camera 128GB,89999,99999,10,4.9,1015,22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2T-peyuttINEZeI4vgMR6mducfzT1m0LI72poit1owQ&s=10
86,Nothing Phone 3,Nothing,Mobiles,Nothing Phone 3 Transparent Design AMOLED Display 5G Smartphone,49999,55999,11,4.6,934,48,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtlvNcKUNtaDZPCy-KkS_mbw6Of70C0yCf-8PdLb2X-Q&s=10
87,Xiaomi 15,Xiaomi,Mobiles,Xiaomi 15 Leica Camera Snapdragon Elite Processor 5G Smartphone,62999,69999,10,4.7,1266,37,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbLVEqY80tHJ-EeTXoUsuG8ErvQ_zh-YdQS5oIrjNfBw&s
88,Realme GT 8 Pro,Realme,Mobiles,Realme GT 8 Pro Gaming Smartphone AMOLED Display Fast Charging,45999,51999,12,4.5,1405,55,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStl-JVlCfnzAF3dcXh7yTvj7fuArz_sdqAyc9JFz9gGw&s=10
89,Motorola Edge 60 Fusion,Motorola,Mobiles,Motorola Edge 60 Fusion Curved Display 5G Smartphone,32999,36999,11,4.5,1708,63,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQk7Q1IBGMz54Zi1w-O19shW7Qc1tcjHvIUabTkPrry3w&s=10
90,Apple MacBook Air M4,Apple,Laptops,Apple MacBook Air M4 Chip 13 Inch Laptop 16GB RAM 512GB SSD,109999,119999,8,4.9,863,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2ja6xvdSHJAd3tBZ6lB8SpElItQLIrcwtuEbYzj32BA&s=10
91,Dell Inspiron 15,Dell,Laptops,Dell Inspiron 15 Intel Core i5 13th Gen 16GB RAM 512GB SSD Laptop,64999,71999,10,4.7,742,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQA6XuUqyc2NJpb7_JS0xYtAJagli6QOyEBNQSoCWrMBg&s
92,HP Pavilion 15,HP,Laptops,HP Pavilion 15 Ryzen 7 Laptop 16GB RAM 512GB SSD Windows 11,68999,76999,10,4.6,811,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYltZrDR-iouePruSi2iCJaYMXyvS6vuDoYr_wA9hpIA&s=10
93,Lenovo IdeaPad Slim 5,Lenovo,Laptops,Lenovo IdeaPad Slim 5 Intel Core i5 Laptop Full HD IPS Display,62999,69999,10,4.6,990,28,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmpF7PkBQ1yLdGBh3iVRLnZBzJp-gU_4kOfiDswWz8rQ&s=10
94,ASUS VivoBook OLED 15,ASUS,Laptops,ASUS VivoBook OLED Laptop Intel Core i7 16GB RAM 512GB SSD,71999,79999,10,4.8,611,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSREtZHHXuOn5SDtWFV-TeQ95s-WqkkMKeDE4_4d95vPw&s=10
95,Acer Aspire 7 Gaming,Acer,Laptops,Acer Aspire 7 Gaming Laptop RTX Graphics Ryzen Processor 16GB RAM,75999,83999,9,4.7,529,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8iOfj0EnkYLJNT8g56XopWbIZgynwKXVf0qWhX9NxSg&s
96,MSI Thin 15 Gaming,MSI,Laptops,MSI Thin 15 Gaming Laptop Intel Core i7 RTX 4050 16GB RAM 512GB SSD,84999,94999,11,4.8,624,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlMXkVaYX32n_wrC1C_l5UZNtgKap8b-QWPZlR1d8UUA&s
97,Lenovo Legion 5,Lenovo,Laptops,Lenovo Legion 5 Gaming Laptop Ryzen 7 RTX 4060 16GB RAM,112999,124999,10,4.9,483,12,https://media-ik.croma.com/Croma%20Assets/Computers%20Peripherals/Laptop/Images/319616_0_ThCKC9MSR.png?updatedAt=1771321444363&tr=w-640
98,ASUS ROG Strix G16,ASUS,Laptops,ASUS ROG Strix G16 Gaming Laptop Intel Core i7 RTX 4060,134999,145999,8,4.9,451,10,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRGqeJcZT6UHYp4DZ-Yl8gMM6Z9gb1dRht9QpBnCLxAIx_g1iom2XyCI7fE2doCpoVxKPVn1Nf6FYXMLVOdjvpTyMTwt8WG6mt1RXPUv13Y&usqp=CAc
99,HP Victus Gaming,HP,Laptops,HP Victus Gaming Laptop Ryzen 7 RTX 4050 16GB RAM,92999,102999,10,4.7,701,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmoeyY9RuTUcZ9w-wv07vulHD1oCAEEqtRi0gfCmhVcQ&s
100,Dell Alienware M16,Dell,Laptops,Dell Alienware M16 Gaming Laptop Intel Core i9 RTX 4070,189999,205999,8,4.9,282,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQojImlM9HdWFQbbp3ytU1_o7ocwhSvSdCrcG4kbk7w0Q&s=10
